"year","SSB","Recruit","SPR","F","Depletion","SSB_sd","Recruit_sd","SPR_sd","F_sd","Depletion_sd","lifehistory","iteration","Rest","SigmaR","Fscen","SSBmsy","MSY","Fmsy","max_grad","LN_R0","Selex_peak","Selex_shape","SSB0"
1,45452.3,22026.5,0.9864373,0.00141581,1,NA,NA,NA,NA,0,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
2,45383.9,22021.8,0.9842047,0.00165146,0.998496,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
3,45307.5,22017.8,0.9819799,0.00188699,0.996815,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
4,45224.4,22013.5,0.9797629,0.00212242,0.994987,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
5,45136.2,22008.9,0.9775537,0.00235774,0.993045,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
6,45043.9,22004,0.9753522,0.00259297,0.991016,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
7,44948.6,21999,0.9731584,0.00282809,0.988918,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
8,44850.8,21993.8,0.9709723,0.00306312,0.986767,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
9,44751,21988.5,0.9687937,0.00329804,0.984571,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
10,44649.7,21983,0.9666228,0.00353286,0.982341,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
11,44547,21977.5,0.9644595,0.00376758,0.980082,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
12,44443.3,21971.9,0.9623036,0.00400219,0.9778,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
13,44338.7,21966.3,0.9601552,0.0042367,0.975499,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
14,44233.4,21960.5,0.9580143,0.00447111,0.973182,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
15,44127.5,21954.7,0.9558807,0.00470541,0.970853,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
16,44021.2,21948.9,0.9537546,0.00493961,0.968515,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
17,43914.6,21943,0.9516358,0.0051737,0.966169,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
18,43807.7,21937.1,0.9495243,0.00540769,0.963817,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
19,43700.7,21931.2,0.94742,0.00564158,0.961462,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
20,43593.5,21925.2,0.945323,0.00587536,0.959105,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
21,43486.3,21919.2,0.9432332,0.00610903,0.956747,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
22,43379.2,21913.2,0.9411506,0.0063426,0.954388,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
23,43272,21907.1,0.9390751,0.00657607,0.952031,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
24,43165,21901,0.9370067,0.00680943,0.949676,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
25,43058.1,21894.9,0.9349454,0.00704269,0.947324,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
26,42951.3,21888.8,0.9349454,0.00704198,0.944975,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
27,42855.4,21883.3,0.857311,0.0164312,0.942866,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
28,42341.5,21853.3,0.789244,0.0257159,0.931559,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
29,41443.6,21799.4,0.72921,0.034883,0.911804,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
30,40211.9,21722.1,0.675972,0.0439212,0.884706,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
31,38708,21621.7,0.628529,0.0528224,0.851618,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
32,36998,21499,0.586056,0.0615806,0.813997,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
33,35147.1,21354.5,0.547875,0.0701917,0.773274,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
34,33214.7,21188.9,0.513417,0.0786525,0.73076,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
35,31252.6,21002.9,0.482209,0.0869611,0.687591,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
36,29303.4,20797.4,0.453849,0.0951164,0.644707,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
37,27400.6,20573.2,0.427996,0.103118,0.602842,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
38,25568.9,20331.4,0.404361,0.110967,0.562544,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
39,23825.5,20073.2,0.382693,0.118665,0.524186,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
40,22180.8,19799.7,0.362777,0.126214,0.488001,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
41,20640,19512.2,0.344428,0.133617,0.454102,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
42,19204.1,19211.9,0.327484,0.140878,0.422512,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
43,17871.2,18900.1,0.311802,0.148,0.393186,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
44,16637.1,18577.9,0.29726,0.154987,0.366034,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
45,15496.4,18246.3,0.283748,0.161842,0.340937,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
46,14442.8,17906.2,0.27117,0.168571,0.317758,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
47,13470,17558.6,0.25944,0.175176,0.296355,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
48,12571.4,17204.2,0.248484,0.181662,0.276585,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
49,11740.9,16843.7,0.238234,0.188033,0.258312,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
50,10972.4,16477.6,0.228629,0.194291,0.241405,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
51,10260.7,16106.7,0.219617,0.200442,0.225747,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
52,9600.69,15731.3,0.211148,0.206489,0.211226,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
53,8987.82,15352.1,0.203179,0.212434,0.197742,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
54,8417.97,14969.4,0.195672,0.218282,0.185205,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
55,7887.42,14583.7,0.18859,0.224036,0.173532,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
56,7392.82,14195.4,0.18859,0.223132,0.16265,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
57,6992.98,13859,0.18859,0.222451,0.153853,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
58,6666.86,13568.2,0.18859,0.221961,0.146678,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
59,6396.09,13314.6,0.18859,0.221583,0.140721,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
60,6165.78,13089.5,0.18859,0.221247,0.135654,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
61,5965.48,12886.4,0.18859,0.220922,0.131247,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
62,5788.93,12701.4,0.196372,0.213416,0.127363,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
63,5686.86,12591.8,0.204669,0.206107,0.125117,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
64,5646.97,12548.4,0.213529,0.198934,0.124239,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
65,5658.52,12561,0.223004,0.191799,0.124494,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
66,5712.86,12619.9,0.233153,0.184626,0.125689,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
67,5804.59,12718.1,0.244044,0.177386,0.127707,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
68,5931.62,12851.4,0.25575,0.17008,0.130502,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
69,6094.05,13017.6,0.268358,0.162712,0.134076,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
70,6293.02,13214.9,0.281963,0.155283,0.138453,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
71,6530.05,13441.5,0.296675,0.147787,0.143668,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
72,6806.94,13695,0.312619,0.140212,0.14976,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
73,7125.8,13973.1,0.329938,0.13255,0.156775,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
74,7489.22,14273.4,0.348799,0.124791,0.164771,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
75,7900.29,14593.4,0.369392,0.116926,0.173815,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
76,8362.73,14930.6,0.391939,0.108947,0.183989,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
77,8880.85,15282.6,0.4167,0.100846,0.195388,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
78,9459.58,15646.8,0.443978,0.092615,0.208121,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
79,10104.6,16020.8,0.474133,0.0842455,0.222312,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
80,10822.2,16402,0.507589,0.0757296,0.2381,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
81,11619.7,16788.1,0.507589,0.0760786,0.255645,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
82,12377.5,17123,0.507589,0.0763652,0.272319,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
83,13089.6,17412.8,0.507589,0.0765975,0.287985,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
84,13754.4,17663.9,0.507589,0.0767918,0.302612,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
85,14373.6,17882.6,0.507589,0.0769631,0.316236,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
86,14950,18074.3,0.507589,0.0771192,0.328917,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
87,15485.5,18242.9,0.507589,0.0772625,0.340697,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
88,15981,18391.5,0.507589,0.0773928,0.351599,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
89,16437.3,18522.3,0.507589,0.07751,0.361639,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
90,16855.3,18637.5,0.507589,0.0776144,0.370834,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
91,17236.1,18738.7,0.507589,0.0777068,0.379213,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
92,17581.5,18827.6,0.507589,0.0777883,0.386811,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
93,17893.4,18905.6,0.507589,0.07786,0.393674,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
94,18174.1,18974.1,0.507589,0.077923,0.39985,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
95,18425.9,19034.1,0.507589,0.0779784,0.405391,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
96,18651.3,19086.8,0.507589,0.0780271,0.410348,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
97,18852.4,19133,0.507589,0.0780699,0.414773,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
98,19031.5,19173.5,0.507589,0.0781075,0.418714,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
99,19190.8,19209,0.507589,0.0781404,0.422218,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
100,19332.1,19240.1,0.507589,0.0781694,0.425328,NA,NA,NA,NA,NA,"short_slow",1,"om","Deterministic","F1",13073.3,2614.07,0.122338,1.36035,10,42,5.1,22726.15
1,88718.4,22026.5,0.9868004,0.00161652,1,NA,NA,NA,NA,0,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
2,88571.8,22021.5,0.9846273,0.00188568,0.998347,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
3,88410.2,22017.1,0.9824619,0.00215477,0.996525,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
4,88236.6,22012.5,0.9803039,0.00242382,0.994569,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
5,88054.3,22007.6,0.9781535,0.00269283,0.992515,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
6,87865.8,22002.5,0.9760105,0.00296178,0.99039,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
7,87672.7,21997.3,0.973875,0.00323069,0.988213,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
8,87476.1,21991.9,0.9717468,0.00349956,0.985997,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
9,87276.9,21986.5,0.969626,0.00376837,0.983752,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
10,87075.7,21980.9,0.9675126,0.00403714,0.981484,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
11,86873,21975.4,0.9654064,0.00430585,0.979199,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
12,86669.1,21969.7,0.9633075,0.00457452,0.9769,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
13,86464.3,21964,0.9612158,0.00484313,0.974592,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
14,86258.8,21958.3,0.9591313,0.0051117,0.972276,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
15,86052.8,21952.5,0.9570539,0.00538021,0.969955,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
16,85846.6,21946.7,0.9549836,0.00564868,0.96763,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
17,85640.2,21940.9,0.9529205,0.00591709,0.965304,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
18,85433.8,21935,0.9508644,0.00618545,0.962977,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
19,85227.4,21929.1,0.9488153,0.00645376,0.960651,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
20,85021.2,21923.2,0.9467731,0.00672202,0.958327,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
21,84815.3,21917.3,0.944738,0.00699023,0.956005,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
22,84609.6,21911.4,0.9427097,0.00725839,0.953687,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
23,84404.3,21905.4,0.9406883,0.0075265,0.951372,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
24,84199.3,21899.4,0.9386738,0.00779455,0.949062,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
25,83994.8,21893.5,0.9366661,0.00806256,0.946758,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
26,83790.8,21887.5,0.9366661,0.00806285,0.944458,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
27,83610.1,21882.1,0.860996,0.0188062,0.942421,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
28,82539.8,21850.1,0.794538,0.0294347,0.930357,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
29,80660.1,21792.1,0.735806,0.0399507,0.90917,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
30,78093.5,21708.9,0.683611,0.0503591,0.88024,NA,NA,NA,NA,NA,"short_fast",1,"om","Deterministic","F1",26407.4,5132.7,0.15084,1.36035,10,42,5.1,44359.2
